token	frequency	length
krupami	1	7
live	6	4
venerunt	3	8
giovanni	1	8
liha	1	4
zauzeti	4	7
razložio	1	8
kaurskomu	1	9
knjižnici	2	9
ptièicami	1	9
pravednih	1	9
slavjanski	10	10
neopreznu	1	9
željele	1	7
skruši	2	6
krika	2	5
farmi	1	5
domovinsku	2	10
probudi	30	7
razvedrahu	1	10
pozvanje	1	8
zemljicom	3	9
padosmo	1	7
bojnièe	1	7
nastade	3	7
živuæa	1	6
drva	13	4
mak?ke	1	6
obmamno	1	7
nazivati	1	8
opredieli	1	9
uvježbao	1	8
zagáljene	2	9
borbama	2	7
diž	1	3
zaštiæena	1	9
tekao	1	5
križala	1	7
ugodili	1	7
lave	4	4
krastavice	1	10
bataljonu	1	9
vjeèiti	3	7
èaðav	1	5
tiranskih	1	9
sumbula	2	7
blagoæe	1	7
slaboæi	1	7
rastresenim	1	11
predstavljaju	2	13
porte	1	5
vivorum	1	7
neèem	5	5
kaž'	3	4
odraso	2	6
poèestom	1	8
zlat	5	4
savlada	2	7
ispune	1	6
sarèenu	3	7
hrabarskoga	1	11
prokšije	1	8
bijuæ	4	5
brecnuo	1	7
skakoriti	1	9
spazivši	3	8
doèekuje	2	8
žiæa	29	4
obraniš	1	7
uzpeti	2	6
roditeljka	3	10
namjestnika	1	11
naprijed	9	8
pažnju	2	6
hvastaš	1	7
svidje	1	6
odkrit	2	6
abiit	3	5
nauke	12	5
slona	1	5
bando	1	5
ognju	10	5
utjera	1	6
pogodan	2	7
rafo	3	4
poštedjeli	1	10
užegav	1	6
ljubkoj	3	7
vodopadâ	1	8
allergorice	1	11
hajducih	1	8
kleèeæi	1	7
sveèanoga	1	9
kokošèica	1	9
opisao	4	6
svezanih	1	8
granicu	1	7
èlovièja	1	8
materinjeg	1	10
organiziran	1	11
polifem	1	7
pogibili	5	8
bestrag	1	7
educatus	1	8
trois	1	5
vosk	2	4
æurak	1	5
èovik	1	5
napunilo	1	8
divotna	2	7
nauci	8	5
donesi	5	6
baèka	1	5
stupiti	3	7
pratež	3	6
mjeseca	32	7
aleksi	3	6
metal	1	5
udeblja	1	7
robovanje	1	9
sune	3	4
marcela	17	7
brige	23	5
razmjerjem	1	10
medovinu	1	8
izjada	1	6
madjare	1	7
èikulinu	1	8
razeæi	2	6
kasniji	1	7
dièile	1	6
prepošt	1	7
mukom	11	5
svecem	1	6
babilonski	1	10
božanstvo	8	9
donat	3	5
rimski	17	6
poljake	1	7
peki	1	4
predsuda	2	8
budne	2	5
sajeni	1	6
gospa	2	5
udarcu	2	6
pojedinog	1	9
šiba	9	4
kimi	3	4
živinèe	1	7
popravak	2	8
povesti	2	7
augustin	4	8
otirati	1	7
razplašene	1	10
usilan	1	6
dušmaninom	2	10
eduard	2	6
èadjavo	1	7
šljivike	1	8
štio	2	4
vavik	1	5
abisa	2	5
usavršivanja	1	12
popustila	2	9
povodkinja	1	10
grebi	1	5
njenih	3	6
pritekli	1	8
osam	11	4
sarcina	1	7
kamo	80	4
bolin	1	5
sladmilom	5	9
klade	2	5
podjemo	1	7
skljuko	1	7
djetetom	9	8
husara	2	6
campis	1	6
gajina	1	6
nasluæivali	1	11
žitak	26	5
prohajahu	1	9
gramzi	1	6
prenosi	2	7
obitovati	1	9
sumraèju	1	8
bruta	1	5
feme	1	4
nalièan	1	7
ljutnja	1	7
stidljivo	3	9
pomamna	5	7
kaki	7	4
skupljalo	1	9
ljubidraže	1	10
osudu	2	5
obtigerit	1	9
promoèit	1	8
doèekalo	5	8
poslanice	4	9
rukam	2	5
pašnjaka	4	8
saznah	1	6
sladmil	8	7
brieg	5	5
jele	20	4
preoštar	1	8
šipkon	1	6
junaètvu	2	8
ogledalo	2	8
tugujuæa	1	8
prekrilila	1	10
vježbe	2	6
revidirane	1	10
prekrasnome	1	11
krajeve	15	7
izteæ	1	5
odrasloj	1	8
izbraja	1	7
pridružiše	1	10
zamotan	1	7
gujskog	1	7
surlami	1	7
dižite	2	6
margini	4	7
koprenu	6	7
temeljenu	1	9
èarnije	1	7
proètiv	1	7
criep	1	5
cisti	1	5
bradatoga	1	9
jiman	2	5
uzljulja	1	8
rodjenog	2	8
tenzone	1	7
vriske	1	6
èetovodjom	1	10
obradovala	1	10
zakonim	1	7
ništar	37	6
zauza	1	5
smuæenih	1	8
zaglušnu	1	8
hrastovi	2	8
lovce	2	5
glasnici	5	8
oboren	3	6
porasla	3	7
ponesite	2	8
poèivati	2	8
mienjat	1	7
preteže	1	7
unuka	3	5
uzkrsnu	1	7
razumom	3	7
rujnim	5	6
pome	1	4
jaglaci	1	7
fratrova	1	8
usudjuješ	2	9
zazebe	2	6
hranit	2	6
neugledno	1	9
žedji	1	5
svietli	19	7
pojmio	2	6
razklopljene	1	12
sveèanost	2	9
izdilaše	1	8
ancillae	1	8
krasno	28	6
draži	5	5
nevidom	1	7
podnosile	1	9
ovamo	53	5
podatan	1	7
knjigotržce	1	11
ponieli	4	7
vidio	74	5
ulisti	3	6
odstupi	1	7
smjesa	2	6
lova	2	4
suprotiva	4	9
drugovanje	1	10
bedemima	1	8
glasniku	1	8
vratnica	3	8
turaju	2	6
izdanak	1	7
splane	1	6
narupivala	1	10
vedrih	1	6
svojatali	1	9
stisnuti	1	8
usion	1	5
dinastija	1	9
okovima	1	7
nadahnuæe	1	9
svale	3	5
kožuhu	1	6
tobom	67	5
sarajevski	1	10
izlika	3	6
curtius	3	7
urubiti	1	7
sebiènosti	3	10
samljeti	1	8
nastupa	3	7
manju	1	5
dalmatinska	6	11
mislî	11	5
prispodabljali	1	14
dominko	1	7
vrè	3	3
snagi	1	5
htin	4	4
triba	8	5
collegium	1	9
skoèiš	1	6
obièaj	29	6
bojah	2	5
siputljivim	1	11
svojini	2	7
nakupovati	1	10
m	39	1
kraljice	4	8
uredjivala	1	10
plahim	2	6
mame	6	4
patnih	2	6
cienu	9	5
lijepo	37	6
klare	4	5
suðeno	1	6
rosnate	2	7
mržnja	5	6
samilaše	1	8
napoleona	1	9
utišenom	2	8
zasopljeni	1	10
opomeni	1	7
zamiene	1	7
vjetara	1	7
gojahu	1	6
zimu	11	4
uznita	2	6
muke	41	4
džamiji	3	7
jogunasti	2	9
odvuko	1	6
pritežu	2	7
tanjura	1	7
ples	9	4
zapoèeti	4	8
prohladiti	1	10
crnka	1	5
krvari	1	6
znakom	2	6
ibrahimu	2	8
svetaèno	1	8
priznat	1	7
tvorimo	1	7
spone	2	5
skupu	2	5
izlegla	1	7
raztepli	1	8
pokripljen	4	10
baršuna	1	7
okren'mo	1	8
hvala	47	5
cvjeta	9	6
žestiti	2	7
tijekom	1	7
pletimo	1	7
ivino	1	5
svijeæa	1	7
razdilismo	1	10
lievajte	1	8
razbludna	1	9
književnoga	5	11
spava	25	5
zapjevaše	3	9
velièajni	1	9
ljepoti	3	7
sezona	1	6
kupim	3	5
ponajsladja	1	11
bašæinska	1	9
kucanje	2	7
preslabe	1	8
instrumentom	1	12
odvali	4	6
prieèila	1	8
napit	1	5
sarajevskom	1	11
ustruèavali	2	11
vriedjajuæ	1	10
izvoli	3	6
gospodstvo	9	10
mahovini	1	8
deželjo	1	7
èovjek	163	6
imperij	1	7
dopa	1	4
užit	4	4
vidjeva	1	7
èujno	1	5
udovoljiti	2	10
izlieèio	1	8
digneš	1	6
kraljevâ	1	8
ljubavni	7	8
garlo	1	5
meko	11	4
zapištalo	1	9
negojeni	1	8
opála	1	5
topici	1	6
sramote	16	7
hiperbola	1	9
glasili	1	7
izmišljeno	2	10
jagmiti	2	7
cvitov	13	6
rumeniti	2	8
tunban	1	6
loi	3	3
grievu	1	6
rujnijem	1	8
romanci	1	7
sklopiše	2	8
shvaæanjima	1	11
medeja	1	6
skonèaješ	1	9
britke	5	6
lieèili	1	7
gospodinu	15	9
vjerujem	7	8
stoj	4	4
epici	1	5
sannazarovim	1	12
karnarutiæevu	3	13
darežljivost	6	12
krivnje	2	7
razbujavao	1	10
razliène	9	8
albatra	2	7
crkvenu	1	7
seljake	3	7
utješena	1	8
srušiti	3	7
velebitu	5	8
majèini	1	7
neiskrenost	1	11
pjesme	179	6
zagudim	1	7
piemonteze	1	10
djeco	13	5
dragani	1	7
županijska	2	10
pravoj	3	6
mave	1	4
shranjen	2	8
mrgodiš	1	7
nekrštenu	1	9
doruèkovati	2	11
tajnâ	2	5
skradina	2	8
proizvila	1	9
karamanija	1	10
pomognu	1	7
marim	11	5
dakle	88	5
stojalo	2	7
zagrljene	5	9
varsi	1	5
sokolarovu	1	10
janoševim	1	9
stjeca	1	6
èastiti	1	7
ugledamo	1	8
planetu	1	7
skuca	1	5
odmièu	1	6
neprominimin	1	12
ust	1	3
sveo	1	4
rešite	2	6
monografija	1	11
nièem	4	5
odjahao	1	7
neve	1	4
pogineš	1	7
povezao	2	7
turbana	1	7
neodluèna	1	9
ljubiteljica	1	12
bacit	2	5
vlastnik	2	8
šumarevu	1	8
podjoše	5	7
žaræati	1	7
zustiti	1	7
dijonisa	1	8
svjetlucaju	1	11
konop	2	5
nevenu	3	6
iskazat	1	7
moniales	1	8
nerazbontost	1	12
odama	1	5
progrušane	1	10
ilijadi	3	7
dostiæ	1	6
izkaliti	1	8
crkvom	6	6
milotužnom	1	10
pojavnosti	1	10
htit	1	4
ljepoticâ	1	9
zablještivim	1	12
sudcu	2	5
smješten	1	8
prelievaš	1	9
mišaše	1	6
pseta	2	5
pospremio	1	9
romon	3	5
georgike	2	8
daskom	1	6
oskudnoga	1	9
utrnule	1	7
zateæi	2	6
candelabrum	1	11
dostojnu	3	8
etièke	4	6
asesorom	3	8
rodoslovlja	1	11
skuèio	2	6
strastî	3	7
dili	7	4
odapiru	1	7
zloèince	1	8
sdvojio	1	7
snaæi	7	5
povjestni	1	9
poludjeti	1	9
razdieliše	1	10
mirile	1	6
grèki	8	5
udovcu	1	6
èekajuæi	10	8
krasti	1	6
hrvati	9	6
preširoko	2	9
huk	2	3
pralike	2	7
prid	49	4
opæit	2	5
osmerostišni	1	12
prute	1	5
uvojnim	1	7
staze	12	5
lutati	2	6
probodena	1	9
razažižu	1	8
sbore	5	5
švabica	1	7
jimi	4	4
hitra	5	5
pobožne	4	7
radit	2	5
meki	2	4
šiju	4	4
gdo	18	3
prirodjeno	1	10
zaklana	1	7
suoèiš	1	6
bacala	1	6
baci	22	4
kuzmin	2	6
trudnoga	1	8
ljudske	31	7
mokrih	2	6
pokaže	11	6
štedione	1	8
bosonog	1	7
neugasle	1	8
sudjenice	1	9
akoprem	4	7
obarati	1	7
èapljâ	1	6
bitangu	1	7
iztok	5	5
samobore	2	8
neuzvraæenu	1	11
nadkrit	1	7
ribarsko	1	8
quis	2	4
kaptolske	1	9
zaèudiše	1	8
poplašene	2	9
grbi	1	4
kolijevke	3	9
tvorèevo	1	8
cesaricu	2	8
primorke	1	8
snažan	5	6
odrekao	1	7
pokinuti	1	8
rasporit	1	8
nagizdati	1	9
aquilone	1	8
njeku	2	5
latinluku	1	9
udine	1	5
opæe	3	4
æudljiva	1	8
potanje	2	7
opravan	1	7
odgajane	1	8
utišati	1	7
škodu	1	5
liši	3	4
kapljici	1	8
ožive	1	5
kožièiæ	10	7
narozanu	1	8
postelje	6	8
izgori	5	6
ovratnik	1	8
zdenca	3	6
hart	2	4
particija	1	9
smiju	21	5
naslovima	1	9
šulje	1	5
vriednost	2	9
sloge	10	5
tumaèen	3	7
smjeli	6	6
vodenog	1	7
pogubljen	3	9
nepojmivo	1	9
riše	13	4
karakterišu	1	11
zaustaviše	2	10
grmjeti	1	7
ostaloj	1	7
donijeli	1	8
èinim	3	5
pitanji	1	7
providnika	3	10
zakoraèila	2	10
babukiæa	1	8
otimlje	11	7
slavskomu	1	9
sotonite	1	8
obuzdavati	1	10
divnih	4	6
okrugle	2	7
peæini	2	6
protrkivati	1	11
trumiæeva	1	9
bogovom	2	7
pomoænika	2	9
stvaraju	2	8
zabava	20	6
vjenèao	1	7
pojasa	5	6
moæna	1	5
oziva	1	5
obitelj	3	7
zapoviedao	1	10
uspjela	2	7
škrlca	6	6
buzdovana	4	9
oèigled	2	7
primilo	2	7
glodjuæi	1	8
natjecanja	1	10
veleumnu	1	8
natjecanje	5	10
gdje	627	4
priglasje	1	9
vjeènog	12	7
brlogu	2	6
luzima	1	6
hrvaticu	1	8
zguljena	1	8
haraè	7	5
apostoli	1	8
tucite	1	6
plemiæku	3	8
brahmani	1	8
potukao	1	7
dubrave	10	7
obad	1	4
vlastito	3	8
elisijskih	1	10
sempre	2	6
okrenuvši	4	9
europsku	2	8
najzad	8	6
zavapila	2	8
kogagod	1	7
uzbune	1	6
varnu	2	5
sajav	1	5
tratini	1	7
pijetao	3	7
šareni	3	6
infamiam	1	8
radžaha	1	7
priskrbi	1	8
priuèila	1	8
srpskih	1	7
žarki	8	5
težkim	2	6
trubiti	1	7
jakvuk	1	6
smotrio	2	7
sermageove	1	10
zblizu	1	6
višnjeg	6	7
obešèašæeno	1	11
plien	5	5
pisaæimi	1	8
uèile	1	5
vutava	1	6
zimske	4	6
invencije	1	9
batinu	1	6
skutima	1	7
ponavljale	1	10
otmièarâ	1	8
dobivali	1	8
amorem	2	6
lentulaja	1	9
iskušavati	1	10
boris	1	5
mlijeènim	1	9
jaganjce	5	8
zavezav	1	7
slažu	2	5
vjetarce	4	8
poštovanje	2	10
odagnati	2	8
šaljiv	2	6
potrne	1	6
sinjega	2	7
prvaci	4	6
odsievak	1	8
èastnièke	1	9
predjicu	3	8
odaganjaše	1	10
bogataške	1	9
meleme	1	6
opert	1	5
parije	1	6
markoviæ	3	8
smrtnim	3	7
procvatite	1	10
panju	2	5
prevoditelja	1	12
ðavolica	3	8
blagajne	1	8
bjelodano	3	9
porucih	2	7
tvrdkom	1	7
zjene	5	5
naljutile	1	9
sedši	3	5
strasti	41	7
spasimo	1	7
siromakom	1	9
latinka	3	7
kompoziciju	2	11
pousnulo	1	8
stvarih	5	7
dola	1	4
posluh	8	6
baje	2	4
ravnicu	1	7
propane	3	7
nijednoè	1	8
oglušili	1	8
daveæ	2	5
gladniji	1	8
protezano	1	9
zasniæen	10	8
bogova	5	6
džore	5	5
obrasla	1	7
paklenice	2	9
moljaše	5	7
piškorevcima	1	12
trepavicama	2	11
extruditur	1	10
mavra	1	5
protegnuti	1	10
stražar	6	7
rodiljo	1	7
majkin	1	6
konjanièka	1	10
opazio	14	6
etike	6	5
razsedosmo	1	10
brdu	6	4
nebuha	1	6
skutiæe	2	7
muca	1	4
naletjev	1	8
ugovorismo	1	10
oniem	1	5
metterli	1	8
izpravi	9	7
noge	77	4
dinko	4	5
predlaže	1	8
srdita	2	6
ljetno	2	6
primljena	1	9
inflammationem	1	14
skvariti	1	8
bujice	1	6
prokletim	1	9
smrzavati	1	9
neko	24	4
crkvenima	1	9
dodievaju	1	9
razcvilit	1	9
pohvatali	3	9
stabljikom	1	10
su	1500	2
vergilijeve	1	11
osobe	5	5
preliju	1	7
navadom	1	7
ledjih	1	6
suvremenomu	1	11
carskom	4	7
viesti	12	6
kupuju	3	6
pramaljetnoga	1	13
zamršiva	1	8
zakupniku	1	9
lepezu	1	6
nabujaj	1	7
dozovu	1	6
zahvalit	1	8
tempal	1	6
pazuho	2	6
proširiti	1	9
raka	4	4
riešite	1	7
reduciran	1	9
pošetavši	1	9
hrapavi	2	7
zabilježene	1	11
razlikozlameni	1	14
grdih	2	5
teorijskih	1	10
smetala	1	7
rascviljeni	3	11
beba	2	4
ozeleni	1	7
subjektivan	1	11
snovao	6	6
patricijske	1	11
pogibao	3	7
peèuj	1	5
šašem	1	5
ljiljan	5	7
bratinca	2	8
allegorica	1	10
igralište	1	9
priprava	1	8
odlukom	2	7
jagièine	1	8
cvjetati	1	8
lieèenja	1	8
zlobnièe	1	8
glasanje	4	8
dravu	2	5
poèiva	9	6
dirne	2	5
artiju	1	6
obidje	4	6
dijeliti	1	8
dièit	1	5
stvrdnut	1	8
zaklopi	1	7
bilježeæ	1	8
ilira	3	5
nestašna	3	8
sr	2	2
doplivala	1	9
mnozimi	2	7
savršenim	1	9
najponiznija	1	12
izradjivao	3	10
radiša	1	6
preèa	2	5
niem	3	4
preslaba	1	8
odahne	3	6
tkanica	1	7
mržnji	2	6
skrtiše	1	7
ražnju	4	6
poduèiti	1	8
marijine	1	8
nakana	2	6
lažne	1	5
preblagi	4	8
onizke	1	6
pridigla	2	8
biblioteka	7	10
postupom	2	8
jadnoj	1	6
noæile	1	6
èilnom	1	6
poznane	1	7
ugazit	1	6
ulazom	2	6
pristupim	1	9
herkulovo	1	9
okidaju	1	7
osvjedoèi	2	9
zamislio	8	8
beztražice	1	10
apsint	1	6
obog	1	4
hlape	2	5
primietit	1	9
vanrednu	1	8
doèekajte	1	9
besviest	1	8
razkošljano	1	11
sieva	21	5
sleti	2	5
nebrata	1	7
klasova	1	7
sublimacijom	1	12
ugroženoj	1	9
neizreène	1	9
istrgnuti	1	9
uvenuv	1	6
obæinskom	1	9
okom	57	4
gorah	12	5
kuzmine	2	7
klekla	3	6
nevidljivo	1	10
podprašiv	1	9
milostne	1	8
poèinka	6	7
seosko	1	6
otavi	1	5
èešljati	2	8
zaližen	2	7
kerim	2	5
uzdisaše	2	8
pogruzila	1	9
grozni	7	6
ciklus	1	6
jednome	3	7
negli	9	5
šeæe	4	4
treæem	6	6
vilenicam	1	9
drmati	1	6
šumeæi	1	6
osjetio	15	7
sitna	8	5
poznaješ	1	8
doèitala	1	8
sbilja	17	6
cjeline	1	7
laskavce	1	8
opsuje	1	6
sprijateljih	1	12
gvozdene	3	8
duševne	3	7
jednostavnosti	1	14
ljuven	6	6
smarti	19	6
izmienili	1	9
zamišljena	5	10
dopanuli	1	8
osvojiše	1	8
djelovat	1	8
aluzijama	1	9
pecava	1	6
gost	4	4
zdravja	2	7
savjete	1	7
hajduèkih	1	9
govorenoga	1	10
dirnuše	1	7
punih	8	5
pobijeðen	1	9
neki	43	4
panom	1	5
skoèila	7	7
semoguæi	1	8
prisarèeno	2	10
drzko	1	5
bliskom	3	7
izraza	13	6
izvrši	1	6
prvnik	1	6
praznila	1	8
mutati	1	6
ormana	1	6
sliènu	1	6
prezrazbornim	1	13
govorkanju	1	10
uprtivši	1	8
mamo	3	4
jiskati	2	7
upomoæ	1	6
nasrtljivoga	1	12
spise	1	5
bogoslavu	1	9
pobjegla	2	8
redatelja	1	9
gule	1	4
živome	1	6
struniti	1	8
magnet	2	6
drugovi	7	7
prorokom	1	8
oæutila	2	7
nesine	1	6
gazdinske	5	9
ponadala	1	8
narkotièni	1	10
azijskom	1	8
htjeli	9	6
pline	2	5
himbezni	1	8
rese	4	4
katalog	2	7
bubnje	1	6
tvrd	10	4
nužde	3	5
motrio	7	6
jahvu	3	5
vrlinama	1	8
trenutkom	1	9
iztrunuti	1	9
odani	2	5
lonaca	2	6
skupljaju	1	9
prašinski	1	9
sjalo	3	5
dnevnih	1	7
svileni	3	7
rota	1	4
zamkami	1	7
presvuèena	1	10
vraèara	5	7
sinovèev	1	8
napisani	1	8
maknu	3	5
naidju	1	6
steèevina	1	9
resnost	1	7
francuska	1	9
suza	1	4
nigdor	1	6
razdvajanje	1	11
odabrala	6	8
profunda	1	8
dopise	1	6
navišæevati	1	11
obazirali	1	9
majkam	1	6
svježini	1	8
upjevo	1	6
otkrila	1	7
predjašnje	3	10
pružaš	1	6
exolutoque	1	10
zniti	1	5
finoæu	1	6
prolazi	13	7
poburju	1	7
oduran	1	6
izvršio	2	7
vrabci	2	6
skidam	1	6
pitoman	1	7
sudili	2	6
pointom	2	7
uzrok	47	5
oružni	1	6
stotine	11	7
težeæi	2	6
humillimus	1	10
vrèem	1	5
prošastoj	1	9
marinjskom	2	10
razbor	12	6
mrkvu	1	5
carski	8	6
povezane	1	8
jeknu	6	5
stravu	1	6
priglasja	2	9
dolazak	3	7
tješilo	1	7
zarudjuje	1	9
silovati	2	8
proviri	1	7
napaja	1	6
priznaj	1	7
bivole	1	6
tarnuæi	1	7
clavus	1	6
htio	71	4
humorom	1	7
novce	20	5
gostbu	1	6
trepljaše	1	9
ljubljen	3	8
svladati	6	8
izvoðenja	1	9
goljub	7	6
svetaèke	2	8
dvim	1	4
zloæu	1	5
umitelnom	1	9
usplahireno	2	11
doletjela	2	9
pokarav	1	7
èorbu	1	5
izviriti	1	8
jeftino	2	7
neoptolem	1	9
napretka	2	8
kolláru	2	7
ništavilo	1	9
iztepe	1	6
vežemo	2	6
dilexi	2	6
conditionem	1	11
grozdove	1	8
odoli	11	5
krstaši	1	7
prièemerno	2	10
proba	1	5
izbijaju	1	8
nakvasi	1	7
šišmiši	2	7
apsare	2	6
ètuju	2	5
miloj	14	5
potrajali	1	9
svijajte	1	8
rodoljubljem	1	12
padahu	1	6
privolio	2	8
iskalo	1	6
dada	2	4
nebeskom	3	8
napustiti	4	9
mrzi	4	4
gospodina	24	9
sijevati	1	8
prepaæenih	1	10
robom	3	5
zasvirao	2	8
skorlaæeni	1	10
narikati	3	8
utopimo	1	7
zazvonilo	2	9
djevojèica	3	10
veèernja	1	8
bilig	1	5
hitro	44	5
saiæa	2	5
pragu	20	5
althanom	1	8
junj	1	4
djeèice	1	7
plahosti	2	8
opanèiæe	2	8
ili	325	3
srodan	1	6
hrastova	3	8
jesuitarum	1	10
vidjeka	1	7
inteligenciju	1	13
osamdesetih	1	11
izdatelja	1	9
pomoglo	5	7
sieda	3	5
samotna	1	7
svidoci	1	7
ponesti	1	7
putenici	1	8
razpasanu	1	9
vjeèno	19	6
dogazih	1	7
antitezi	1	8
jaga	2	4
orlovske	1	8
imovine	5	7
sriæko	2	6
prosaca	3	7
veselili	1	8
prisan	1	6
vjenèo	1	6
nazivat	1	7
zaglavi	2	7
vodnih	1	6
podizala	2	8
satrem	1	6
svoje	541	5
šapnule	1	7
kalnikom	3	8
natrunjenosti	1	13
pretilu	1	7
jeknula	3	7
razapeto	1	8
oblikovanju	1	11
koraèaja	4	8
uspravivši	2	10
ogromno	3	7
kostumom	1	8
braniku	1	7
zapadnoj	2	8
sumnjivi	1	8
okusila	3	7
ženitbe	2	7
mijesile	1	8
navadi	5	6
dobavit	1	7
popostoji	2	9
otèevine	1	8
jugoslavske	1	11
djaètvu	1	7
jadransko	5	9
trupa	1	5
razvrgnuti	1	10
naredni	1	7
ikakomož'	1	9
pigmalijon	1	10
patientia	1	9
anica	7	5
prvence	2	7
eola	2	4
ispucala	1	8
izbiranim	2	9
tjednu	1	6
gaæana	1	6
izhode	3	6
tikvicu	1	7
svjetinu	3	8
prisoju	1	7
veritas	2	7
najuglednijim	1	13
poneki	2	6
uprte	4	5
èistu	8	5
težke	11	5
upokojiše	1	9
poboènik	2	8
èarljen	1	7
poglavita	1	9
smijeha	4	7
rijekom	1	7
peršin	1	6
doslovnoga	1	10
agamemnonov	1	11
ralja	1	5
paunjih	1	7
svijetu	35	7
naèinu	4	6
sladilo	1	7
napisa	3	6
p?ti	1	4
utaborila	1	9
dirnule	2	7
povjerenstvu	1	12
postade	6	7
ru	1	2
pogledaš	1	8
uvižban	1	7
odprašiti	1	9
prisiliti	3	9
podbosti	1	8
pregazi	1	7
nejasnih	4	8
janjo	3	5
staneš	1	6
boliti	1	6
moæ	32	3
spasao	2	6
nepregrabne	1	11
grmio	1	5
kraljsazidati	1	13
kolijevku	2	9
civilnih	1	8
stupici	1	7
pomagaj	2	7
dokole	2	6
umjetnike	1	9
omiljele	1	8
njinih	1	6
posijav	1	7
vihri	7	5
rebekin	1	7
pripovjedaèkih	1	14
bieleæ	1	6
groza	2	5
posljednja	7	10
razliegat	1	9
ruši	10	4
godišnjice	2	10
kojekakvi	2	9
vilibus	1	7
ptico	4	5
potezati	3	8
razsvjetljivat	1	14
poèitaj	2	7
ubojita	1	7
dojeli	1	6
malomrsnoga	1	11
juèerašnjem	1	11
koncila	1	7
uzovnike	1	8
iskljuèuje	1	10
kazivaèa	1	8
ljubki	6	6
oštricu	1	7
šibale	1	6
oèajnik	1	7
popisivala	1	10
banula	1	6
visok	4	5
pravici	2	7
napredkom	1	9
popisu	1	6
grijuæi	1	7
suzicam'	1	8
dalmatinu	1	9
carska	6	6
žreca	8	5
odvrgne	1	7
eolove	1	6
izraženih	1	9
orfièkih	1	8
univerzalne	1	11
drugimi	1	7
dravom	1	6
providne	1	8
slegoše	1	7
kulturnim	1	9
jistino	2	7
mukama	1	6
pristolnoga	1	11
brod	11	4
uvidja	1	6
obora	1	5
kiæenim	1	7
margaretu	1	9
dieli	9	5
pregori	1	7
spremo	1	6
progledaloga	1	12
zgrije	2	6
zdvignuti	1	9
crkvu	27	5
dnevih	1	6
perva	1	5
adama	28	5
hrvat	8	5
pratvari	1	8
blještio	1	8
smiluje	4	7
gazdinskome	1	11
platu	1	5
pri	114	3
rana	25	4
primorcu	1	8
podnijeti	6	9
otajna	4	6
ieremias	2	8
trasom	1	6
nepovoljnosti	2	13
tumaraše	1	8
oprezu	3	6
razpuštenih	1	11
ljutoga	1	7
divotam	1	7
susjeda	8	7
biednom	2	7
bezbožnikâ	1	10
nagnulo	1	7
krki	3	4
ljetini	1	7
simpatièno	1	10
cvietu	8	6
pojedinih	9	9
najtragiènije	1	13
celestinu	1	9
dokazati	1	8
propa	1	5
pralik	1	6
progoneæ	2	8
shraniti	1	8
potipljuæi	1	10
zoranu	3	6
robinjice	1	9
glumno	2	6
atlantom	1	8
sanen	2	5
korjenite	1	9
pobožnica	1	9
putaèca	1	7
blagosovu	1	9
biti	384	4
panja	2	5
lipe	5	4
zasjede	2	7
odje	13	4
vio	1	3
pobožnom	2	8
èvrstom	1	7
odrešito	3	8
kvrgavom	1	8
ravnaš	3	6
æošak	1	5
pisara	1	6
javnošæu	1	8
janjeæu	1	7
kopnit	1	6
gromovit	1	8
pleæi	4	5
šumi	17	4
zadruženi	1	9
slavonaca	2	9
rimskoj	6	7
otajni	2	6
donjakovu	1	9
ponovi	8	6
sjajnog	1	7
blagoslovno	2	11
naroèito	3	8
nebeskoj	6	8
kutliæe	2	7
raèunalni	1	9
mlat	1	4
raztjerao	1	9
ustrkali	1	8
primih	2	6
ozrem	1	5
mostom	1	6
imanjem	1	7
nužda	3	5
ordinis	1	7
strožim	1	7
splinuti	1	8
možnijih	1	8
faustijada	1	10
vepra	4	5
izvukavši	3	9
bojte	2	5
držeæ	1	5
stavljajuæi	1	11
mjestancu	1	9
kremone	2	7
pripovijetku	2	12
napadu	2	6
drveæa	5	6
dv	1	2
gnjevi	1	6
slovacki	1	8
slati	3	5
marimo	2	6
vièeš	1	5
pobunjenom	1	10
praznog	1	7
tugaljivu	1	9
umjeli	1	6
hekatu	1	6
piše	66	4
glumljivu	1	9
peèuvu	1	6
ciede	1	5
utrnuste	1	8
šeæerki	1	7
topot	3	5
natovarismo	1	11
ginuti	6	6
zviezdi	4	7
zastor	3	6
teškoj	1	6
gladu	1	5
svesilni	2	8
oblakom	6	7
berda	1	5
brežuljci	5	9
stisk	1	5
morit	5	5
razbijali	1	9
gotoviše	1	8
tatra	1	5
prepoznala	3	10
eh	32	2
svilne	1	6
osobitosti	1	10
zapadna	1	7
zaštuca	1	7
prometnuti	1	10
saleti	5	6
prigleda	2	8
mažurane	1	8
boležljivost	1	12
kosnuše	1	7
afroditi	1	8
hvaru	1	5
ivete	1	5
istomkakoviæem	1	14
došadši	2	7
izmirio	2	7
utjelovljene	1	12
spretno	3	7
posjetniku	1	10
dostojniji	1	10
bratom	12	6
zamašnu	2	7
glog	1	4
najšiæa	3	7
koraknula	1	9
demeskinje	1	10
zaštitnika	1	10
strvine	1	7
zvale	1	5
zazvoniše	3	9
dotjeranih	1	10
kroku	2	5
polivati	1	8
opanke	5	6
žežuæ	3	5
viencima	1	8
videro	1	6
pobijen	1	7
spušten	2	7
širokom	8	7
suhog	1	5
